spcd,common_name,genus,species
8330,Waioli Valley pritchardia,Pritchardia,perlmanii
8331,Nihoa pritchardia,Pritchardia,remota
8336,lands of papa pritchardia,Pritchardia,schattaueri
8337,pritchardia,Pritchardia,spp.
8338,stickybud pritchardia,Pritchardia,viscosa
8339,poleline pritchardia,Pritchardia,waialealeana
8340,guasimilla,Prockia,crucis
8341,fua lole,Procris,pedunculata
8342,jand,Prosopis,cineraria
8343,mesquite,Prosopis,juliflora
8344,kiawe,Prosopis,pallida
8345,Carolina laurelcherry,Prunus,caroliniana
8346,West Indian cherry,Prunus,myrtifolia
8347,western cherry laurel,Prunus,occidentalis
8348,cherry plum,Prunus,cerasifera
8349,Prunus serotina,Prunus,serotina
8350,apricot,Prunus,armeniaca
8351,sweet almond,Prunus,dulcis
8352,false breadnut,Pseudolmedia,spuria
8353,Florida cherry palm,Pseudophoenix,sargentii
8354,mountain guava,Psidium,amplexicaule
8355,strawberry guava,Psidium,cattleianum
8356,guava,Psidium,guajava
8357,Yoshino flowering cherry,Prunus,x yedoensis
8358,Psidium longipes,Psidium,longipes
8359,Sintenis' guava,Psidium,sintenisii
8360,Japanese plum,Prunus,salicina
8361,cachimbo-cumun,Psychotria,berteriana
8362,palo de cachimbo,Psychotria,brachiata
8363,Browne's wild coffee,Psychotria,brownei
8364,Psychotria domingensis,Psychotria,domingensis
8365,Koolau Range wild coffee,Psychotria,fauriei
8366,largeflower wild coffee,Psychotria,grandiflora
8367,cachimbo grande,Psychotria,grandis
8368,chimei,Psychotria,carolinensis
8369,Kauai wild coffee,Psychotria,greenwelliae
8370,Waianae Range wild coffee,Psychotria,hathewayi
8373,kopikoula,Psychotria,hawaiiensis
8377,woodland wild coffee,Psychotria,hexandra
8382,Oahu wild coffee,Psychotria,hexandra
8386,milolii kopiwai,Psychotria,hobdyi
8387,matalafi,Psychotria,insularum
8388,kopiko kea,Psychotria,kaduana
8389,cachimbo de gato,Psychotria,maleolens
8390,aplohkateng,Psychotria,mariana
8391,cachimbo de maricao,Psychotria,maricaensis
8392,forest wild coffee,Psychotria,mariniana
8393,opiko,Psychotria,mauiensis
8394,thicket wild coffee,Psychotria,microdon
8395,floating balsamo,Psychotria,nutans
8397,hairy wild coffee,Psychotria,pubescens
8398,Psychotria rhombocarpa,Psychotria,rhombocarpa
8399,Psychotria rotensis,Psychotria,rotensis
8400,wild coffee,Psychotria,spp.
8401,leatherleaf wild coffee,Psychotria,wawrae
8402,alahee,Psydrax,odorata
8403,common hoptree,Ptelea,trifoliata
8404,Kauai pteralyxia,Pteralyxia,kauaiensis
8405,ridged pteralyxia,Pteralyxia,macrocarpa
8406,pteralyxia,Pteralyxia,spp.
8407,pterocarpus,Pterocarpus,indicus
8408,Burma padauk,Pterocarpus,macrocarpus
8409,Malabar kino,Pterocarpus,marsupium
8410,dragonsblood tree,Pterocarpus,officinalis
8411,Chinese wingnut,Pterocarya,stenoptera
8412,Ptychococcus ledermannianus,Ptychococcus,ledermannianus
8413,Psychotria cheathamiana,Psychotria,cheathamiana
8415,Macarthur feather palm,Ptychosperma,macarthuri
8416,chesdbuuch,Ptychosperma,palauense
8418,Ptychosperma,Ptychosperma,spp.
8419,pomegranate,Punica,granatum
8420,pear spp.,Pyrus,spp.
8421,Callery pear,Pyrus,calleryana
8422,swizzlestick tree,Quararibea,turbinata
8423,common pear,Pyrus,communis
8424,cork oak,Quercus,suber
8425,white indigoberry,Randia,aculeata
8426,Chinese pear,Pyrus,pyrifolia
8427,sawtooth oak,Quercus,acutissima
8429,bastard white oak,Quercus,austrina
8430,togo vao,Rapanea,myricifolia
8431,poison devils-pepper,Rauvolfia,vomitoria
8432,omechidel,Rauvolfia,insularis
8433,palo amargo,Rauvolfia,nitida
8434,devils-pepper,Rauvolfia,sandwicensis
8435,devils-pepper,Rauvolfia,spp.
8436,traveler's tree,Ravenala,madagascariensis
8437,European turkey oak,Quercus,cerris
8438,Texas live oak,Quercus,fusiformis
8439,tortugo prieto,Ravenia,urbanii
8440,vi vao,Reynoldsia,lanutoensis
8441,sand live oak,Quercus,geminata
8442,ohe makai,Reynoldsia,sandwicensis
8443,reynoldsia,Reynoldsia,spp.
8444,guama,Reynosia,guama
8445,Krug's darlingplum,Reynosia,krugii
8447,sloe,Reynosia,uncinata
8449,Darlington oak,Quercus,hemisphaerica
8450,holly oak,Quercus,ilex
8453,pungent oak,Quercus,pungens
8455,lateleaf oak,Quercus,tardifolia
8456,Rheeda,Rheedia,edulis
8457,Toumey oak,Quercus,toumeyi
8458,mangle,Rhizophora,apiculata
8459,Sonoran scrub oak,Quercus,turbinella
8460,Rhizophora lamarckii,Rhizophora,lamarckii
8461,sandpaper oak,Quercus,vaseyana
8462,mangle hembra,Rhizophora,mucronata
8463,mangrove,Rhizophora,spp.
8464,Rhizophora stylosa,Rhizophora,stylosa
8465,rose myrtle,Rhodomyrtus,spp.
8466,Rhodomyrtus tomentosus,Rhodomyrtus,tomentosa
8467,neneleau,Rhus,sandwicensis
8468,sumac,Rhus,spp.
8469,tavai,Rhus,taitensis
8470,African sumac,Rhus,lancea
8471,Catawba rosebay,Rhododendron,catawbiense
8472,castorbean,Ricinus,communis
8473,ricinus,Ricinus,spp.
8474,Rinorea carolinensis,Rinorea,carolinensis
8475,winged sumac,Rhus,copallinum
8476,greenheart ebony,Rochefortia,acanthophora
8477,smooth sumac,Rhus,glabra
8478,Rochefortia spinosa,Rochefortia,spinosa
8479,prairie sumac,Rhus,lanceolata
8480,Rollinia,Rollinia,deliciosa
8481,wild sugar apple,Rollinia,mucosa
8483,cordobancillo,Rondeletia,inermis
8484,cordobancillo peludo,Rondeletia,pilosa
8485,Juan Tomas,Rondeletia,portoricensis
8486,bristly locust,Robinia,hispida
8487,bastard oak,Quercus,sinuata
8489,Puerto Rico royal palm,Roystonea,borinquena
8490,Roystonea elata,Roystonea,elata
8491,royal palm,Roystonea,oleracea
8492,robust oak,Quercus,robusta
8494,Puerto Rico palmetto,Sabal,causiarum
8495,dwarf palmetto,Sabal,minor
8499,white hogwood,Sagraea,umbrosa
8501,Salix humboldtiana,Salix,humboldtiana
8502,pussy willow,Salix,discolor
8503,"etkeam, cheskeam",Samadera,indica
8504,arroyo willow,Salix,lasiolepis
8505,raintree,Samanea,saman
8506,raintree,Samanea,spp.
8507,Sitka willow,Salix,sitchensis
8508,Goodding's willow,Salix,gooddingii
8509,common elderberry,Sambucus,nigra
8510,raintree,Sambucus,spp.
8511,Graves oak,Quercus,gravesii
8512,Mexican white oak,Quercus,polymorpha
8513,Buckley oak,Quercus,buckleyi
8514,Lacey oak,Quercus,laceyi
8515,"santol, kechapi",Sandoricum,koetjape
8516,coastal sandalwood,Santalum,ellipticum
8517,forest sandalwood,Santalum,freycinetianum
8518,sandalwood,Santalum,album
8519,yellow willow,Salix,lutea
8521,Haleakala sandalwood,Santalum,haleakalae
8522,mountain sandalwood,Santalum,paniculatum
8523,diamondleaf willow,Salix,planifolia
8524,silky willow,Salix,sericea
8525,willowleaf sandalwood,Santalum,salicifolium
8526,sandalwood,Santalum,spp.
8527,European black elderberry,Sambucus,nigra
8528,lonomea,Sapindus,oahuense
8529,wingleaf soapberry,Sapindus,saponaria
8531,soapberry,Sapindus,spp.
8532,vitiensis,Sapindus,vitiensis
8533,gumtree,Sapium,glandulosum
8534,maskerekur,Sapium,indicum
8535,hinchahuevos,Sapium,laurifolium
8536,milktree,Sapium,laurocerasus
8544,uunu,Sarcopygme,pacifica
8546,amansa guapo,Savia,sessiliflora
8548,"Scaevola, naupaka",Scaevola,cerasifolia
8549,naupaka kuahiwi,Scaevola,chamissoniana
8550,mountain naupaka,Scaevola,gaudichaudiana
8551,forest naupaka,Scaevola,procera
8552,naupaka,Scaevola,spp.
8553,Schefflera kraemeri,Schefflera,kraemeri
8554,Florida boxwood,Schaefferia,frutescens
8555,schaefferia,Schaefferia,spp.
8556,guayabilla,Samyda,dodecandra
8557,yuquilla,Schefflera,gleasonii
8558,matchwood,Schefflera,morototonii
8559,samoensis,Schefflera,samoensis
8560,Toitoi,Scaevola,taccada
8561,Peruvian peppertree,Schinus,molle
8563,Brazilian peppertree,Schinus,terebinthifolius
8565,Brazilian firetree,Schizolobium,parahybum
8567,lac tree,Schleichera,oleosa
8571,arana,Schoepfia,arenaria
8572,white beefwood,Schoepfia,obovata
8573,gulf graytwig,Schoepfia,schreberi
8577,kuat,Scyphiphora,hydrophyllacea
8583,poumuli,Securinega,flexuosa
8585,poison tree,Semecarpus,kraemeri
8586,tonget,Semecarpus,venenosa
8588,emperor's candlesticks,Senna,alata
8589,flor de San Jose,Senna,atomaria
8590,Gaudichauds senna,Senna,gaudichaudii
8591,false sicklepod,Senna,multijuga
8592,valamuerto,Senna,pendula
8594,retama prieta,Senna,polyphylla
8595,senna,Senna,septemtrionalis
8596,Siamese cassia,Senna,siamea
8597,casia amarilla,Senna,spectabilis
8598,senna,Senna,spp.
8599,Senna sulfurea,Senna,sulfurea
8600,glossy shower,Senna,surattensis
8601,ukall,Serianthes,kanehirae
8603,"hayun lago, trongkon guafi",Serianthes,nelsonii
8605,vegetable hummingbird,Sesbania,grandiflora
8606,Egyptian riverhemp,Sesbania,sesban
8607,riverhemp,Sesbania,spp.
8608,Shirakiopsis indica,Shirakiopsis,indica
8609,yellow llima,Sida,fallax
8610,fanpetals,Sida,spp.
8611,espejuelo,Sideroxylon,cubense
8612,saffron plum,Sideroxylon,celastrinum
8613,breakbill,Sideroxylon,obovatum
8614,Puerto Rico bully,Sideroxylon,portoricense
8615,buckthorn bully,Sideroxylon,lycioides
8616,tough bully,Sideroxylon,tenax
8617,simarouba,Simarouba,spp.
8618,Tamaulipan Coma,Sideroxylon,laetevirens
8619,aceitillo falso,Simarouba,tulae
8620,hoja menuda,Siphoneugena,densiflora
8622,bullwood,Sloanea,spp.
8623,motillo,Sloanea,amygdalina
8624,bullwood,Sloanea,berteriana
8626,Solanum bahamense,Solanum,bahamense
8627,mullein nightshade,Solanum,donianum
8628,American black nightshade,Solanum,americanum
8629,potatotree,Solanum,erianthum
8631,earleaf nightshade,Solanum,mauritianum
8632,forest nightshade,Solanum,nudum
8633,cakalaka berry,Solanum,polygamum
8634,tabacon aspero,Solanum,rugosum
8635,nightshade,Solanum,spp.
8636,turkey berry,Solanum,torvum
8639,mangrove,Sonneratia,alba
8641,mamani,Sophora,chrysophylla
8642,necklacepod,Sophora,spp.
8643,silver bush,Sophora,tomentosa
8644,African tuliptree,Spathodea,campanulata
8645,spathodea,Spathodea,spp.
8646,Spiraeanthemum samoense,Spiraeanthemum,samoense
8647,Japanese pagoda tree,Styphnolobium,japonicum
8648,mescal bean,Sophora,secundiflora
8649,Spondias dulcis,Spondias,dulcis
8650,yellow mombin,Spondias,mombin
8651,Anacahuita Texas Olive,Cordia,boissieri
8652,purple mombin,Spondias,purpurea
8653,Spondias,Spondias,spp.
8654,cobana negra,Stahlia,monosperma
8655,ngmui,Stemonurus,ammui
8656,titmel,Spondias,pinnata
8657,false spiraea,Sorbaria,spp.
8658,Greene's mountain ash,Sorbus,scopulina
8659,western mountain ash,Sorbus,sitchensis
8660,maras,Soulamea,amara
8664,Panama tree,Sterculia,apetala
8665,fanaio,Sterculia,fanaiho
8666,hazel sterculia,Sterculia,foetida
8667,Sterculia palauensis,Sterculia,palauensis
8668,silky camellia,Stewartia,malacodendron
8669,anthropophagorum,Streblus,anthropophagorum
8670,Hawaii roughbush,Streblus,pendulinus
8671,streblus,Streblus,spp.
8672,mountain camellia,Stewartia,ovata
8673,American snowbell,Styrax,americanus
8674,palo de jazmin,Styrax,portoricensis
8675,Stewartia,Stewartia,koreana
8676,bay cedar,Suriana,maritima
8678,mahogany,Swietenia,spp.
8679,Honduras mahogany,Swietenia,macrophylla
8683,nispero cimarron,Symplocos,lanata
8684,Martinique sweetleaf,Symplocos,martinicensis
8685,aceitunilla,Symplocos,micrantha
8686,queen palm,Syagrus,romanzoffiana
8687,"chebtui, ebtui",Symplocos,racemosa
8689,turpentine tree,Syncarpia,glomulifera
8690,turpentine tree,Syncarpia,spp.
8691,Miracle Berry,Synsepalum,dulcificum
8693,common lilac,Syringa,vulgaris
8694,watery roseapple,Syzygium,aqueum
8695,asi,Syzygium,brevifolium
8696,popona,Syzygium,carolinense
8697,asi vai,Syzygium,clusiifolium
8698,sea apple,Syzygium,grande
8699,asi vai,Syzygium,dealatum
8700,asi,Syzygium,inophylloides
8701,Syzygium jambos,Syzygium,jambos
8702,Malaysian apple,Syzygium,malaccense
8703,popona,Syzygium,richii
8704,nonu vao,Syzygium,samarangense
8705,fena vao,Syzygium,samoense
8706,ohia ha,Syzygium,sandwicense
8707,brush cherry,Syzygium,paniculatum
8708,syzygium,Syzygium,spp.
8709,roble amarillo,Tabebuia,chrysantha
8710,primavera,Tabebuia,donnell-smithii
8712,roble cimarron,Tabebuia,haemantha
8713,white cedar,Tabebuia,heterophylla
8714,pink tabebuia,Tabebuia,pallida
8715,roble de sierra,Tabebuia,rigida
8716,pink trumpet-tree,Tabebuia,rosea
8717,roble colorado,Tabebuia,schumanniana
8718,trumpet-tree,Tabebuia,spp.
8719,Tabernaemontana aurantiaca,Tabernaemontana,aurantiaca
8720,milkwood,Tabernaemontana,citrifolia
8722,Pulu,Tabernaemontana,pandacaqui
8723,Tabernaemontana rotensis,Tabernaemontana,rotensis
8727,Athel tamarisk,Tamarix,aphylla
8728,five-stamen tamarisk,Tamarix,chinensis
8729,saltcedar,Tamarix,ramosissima
8737,manunu,Tarenna,sambucina
8738,English yew,Taxus,baccata
8739,Japanese yew,Taxus,cuspidata
8741,chestnutleaf trumpetbush,Tecoma,castanifolia
8743,yellow trumpetbush,Tecoma,stans
8744,teak,Tectona,grandis
8745,tectona,Tectona,spp.
8748,tropical almond,Terminalia,spp.
8749,kehma,Terminalia,carolinensis
8750,tropical almond,Terminalia,catappa
8751,"esemiich, chesemiich",Terminalia,crassipes
8752,"esemiich, chesemiich",Terminalia,edulis
8753,strand tree,Terminalia,litoralis
8754,Ivory Coast almond,Terminalia,ivorensis
8755,tropical almond,Terminalia,kaernbachii
8756,East Indian almond,Terminalia,myriocarpa
8757,Peruvian almond,Terminalia,oblonga
8758,malili,Terminalia,richii
8759,talie,Terminalia,samoensis
8761,superb terminalia,Terminalia,superba
8762,saintedwood,Ternstroemia,heptasepala
8763,palo colorado,Ternstroemia,luquillensis
8764,copey vera,Ternstroemia,peduncularis
8766,mamey de cura,Ternstroemia,stahlii
8767,el yunque colorado,Ternstroemia,subsessilis
8768,masa,Tetragastris,balsamifera
8770,Flynnsohe,Tetraplasandra,flynnii
8771,Koolau Rangeohe,Tetraplasandra,gymnocarpa
8772,Hawaii ohe,Tetraplasandra,hawaiensis
8773,ohe ohe,Tetraplasandra,kavaiensis
8774,ohe mauka,Tetraplasandra,oahuensis
8775,tetraplasandra,Tetraplasandra,spp.
8776,Mt. Waialeale ohe,Tetraplasandra,waialealae
8777,ohe kiko ola,Tetraplasandra,waimeae
8778,stinkingfish,Tetrazygia,angustifolia
8779,Florida clover ash,Tetrazygia,bicolor
8780,Puerto Rico clover ash,Tetrazygia,biflora
8781,krekre,Tetrazygia,elaeagnoides
8783,cenizo,Tetrazygia,urbanii
8784,cacao,Theobroma,cacao
8786,maga,Thespesia,grandiflora
8787,Portia tree,Thespesia,populnea
8788,thespesia,Thespesia,spp.
8789,luckynut,Thevetia,peruviana
8793,ceboruquillo,Thouinia,striata
8794,Puerto Rico ceboruquillo,Thouinia,striata
8799,Timonius albus,Timonius,albus
8800,kehn,Timonius,ledermanii
8801,tuhke duwehte kamal,Timonius,ponapensis
8803,Brazilian glorytree,Tibouchina,granulosa
8804,glorytree,Tibouchina,spp.
8805,princess-flower,Tibouchina,urvilleana
8806,Timonius corymbosus,Timonius,corymbosus
8807,Timonius mollis,Timonius,mollis
8808,Timonius,Timonius,spp.
8809,Timonius subauritus,Timonius,subauritus
8810,Timonius timon,Timonius,timon
8811,redcedar,Toona,spp.
8812,Australian redcedar,Toona,ciliata
8813,littleleaf linden,Tilia,cordata
8814,Silver linden,Tilia,tomentosa
8816,boje,Torralbasia,cuneifolia
8821,Chinese windmill palm,Trachycarpus,fortunei
8822,olona,Touchardia,latifolia
8823,touchardia,Touchardia,spp.
8824,velvetleaf soldierbush,Tournefortia,argentea
8825,cold withe,Tournefortia,filiflora
8826,soldierbush,Tournefortia,spp.
8827,magele,Trema,cannabina
8828,Lamarck's trema,Trema,lamarckianum
8829,Jamaican nettletree,Trema,micranthum
8830,poison sumac,Toxicodendron,vernix
8831,oriental trema,Trema,orientalis
8832,trema,Trema,spp.
8833,broomstick,Trichilia,hirta
8834,gaita,Trichilia,pallida
8836,bariaco,Trichilia,triacantha
8837,Trichospermum ikutai,Trichospermum,ikutai
8838,"elsau, oleiulakersus",Trichospermum,ledermannii
8839,maouli,Trichospermum,richii
8842,limeberry,Triphasia,trifolia
8843,Triplaris spp.,Triplaris,spp.
8844,ant tree,Triplaris,cumingiana
8846,faia,Tristiropsis,obtusangula
8848,white ramoon,Trophis,racemosa
8849,Trukia carolinensis,Trukia,carolinensis
8850,muttonwood,Turpinia,occidentalis
8851,Chinese elm,Ulmus,parvifolia
8852,English elm,Ulmus,procera
8853,scratchbush,Urera,baccifera
8854,flameberry,Urera,caracasana
8855,ortiga,Urera,chlorocarpa
8856,hopue,Urera,glabra
8857,opuhe,Urera,kaalae
8858,urera,Urera,spp.
8859,Mexican buckeye,Ungnadia,speciosa
8860,farkleberry,Vaccinium,arboreum
8861,voa vanga,Vangueria,madagascariensis
8862,Japanese elm,Ulmus,davidiana
8863,Vavaea pauciflora,Vavaea,pauciflora
8866,Manila palm,Veitchia,merrillii
8868,Sterculia ponapensis,Sterculia,ponapensis
8869,mu oil tree,Vernicia,montana
8870,vernicia,Vernicia,spp.
8871,lilac chastetree,Vitex,agnus-castus
8872,"bars, beokel",Vitex,cofassus
8873,higuerillo,Vitex,divaricata
8874,smallflower chastetree,Vitex,parviflora
8875,chastetree,Vitex,spp.
8876,simpleleaf chastetree,Vitex,trifolia
8877,nannyberry,Viburnum,lentago
8878,blackhaw,Viburnum,prunifolium
8879,rusty blackhaw,Viburnum,rufidulum
8880,Siebold's arrowwood,Viburnum,sieboldii
8881,Wallenia lamarckiana,Wallenia,lamarckiana
8883,California fan palm,Washingtonia,filifera
8884,ateate,Wedelia,biflora
8885,Washington fan palm,Washingtonia,robusta
8886,Weinmannia affinis,Weinmannia,affinis
8887,bastard briziletto,Weinmannia,pinnata
8889,alpine false ohelo,Wikstroemia,bicornuta
8890,forest false ohelo,Wikstroemia,furcata
8891,montane false ohelo,Wikstroemia,monticola
8892,Oahu false ohelo,Wikstroemia,oahuensis
8895,Hawaii false ohelo,Wikstroemia,phillyreifolia
8896,Kohala false ohelo,Wikstroemia,pulcherrima
8897,variableleaf false ohelo,Wikstroemia,sandwicensis
8898,Skottsbergs false ohelo,Wikstroemia,skottsbergiana
8899,false ohelo,Wikstroemia,spp.
8900,hairy false ohelo,Wikstroemia,villosa
8901,tallow wood,Ximenia,americana
8902,dense logwood,Xylosma,congestum
8903,lalanyog,Xylocarpus,granatum
8904,leilei,Xylocarpus,moluccensis
8905,Xylocarpus,Xylocarpus,spp.
8906,mucha-gente,Xylosma,buxifolia
8907,sawtooth logwood,Xylosma,crenata
8908,Hawaii brushholly,Xylosma,hawaiiensis
8909,Xylosma nelsonii,Xylosma,nelsonii
8910,spiny logwood,Xylosma,pachyphylla
8911,Xylosma samoensis,Xylosma,samoensis
8912,white logwood,Xylosma,schaefferioides
8913,Schwaneck's logwood,Xylosma,schwaneckeana
8914,mission manzanita,Xylococcus,bicolor
8915,xylosma,Xylosma,spp.
8916,aloe yucca,Yucca,aloifolia
8917,Eve's needle,Yucca,faxoniana
8918,moundlily yucca,Yucca,gloriosa
8919,bluestem yucca,Yucca,guatemalensis
8923,Maricao pricklyash,Zanthoxylum,bifoliolatum
8924,prickly yellow,Zanthoxylum,caribaeum
8925,kawau,Zanthoxylum,dipetalum
8928,West Indian satinwood,Zanthoxylum,flavum
8929,Hawaii pricklyash,Zanthoxylum,hawaiiense
8930,Kauai pricklyash,Zanthoxylum,kauaense
8931,white pricklyash,Zanthoxylum,martinicense
8932,yellow prickle,Zanthoxylum,monophyllum
8933,Oahu pricklyash,Zanthoxylum,oahuense
8934,dotted pricklyash,Zanthoxylum,punctatum
8935,niaragato,Zanthoxylum,spinifex
8936,pricklyash,Zanthoxylum,spp.
8937,St. Thomas pricklyash,Zanthoxylum,thomasianum
8938,Zapoteca portoricensis,Zapoteca,portoricensis
8939,Indian jujube,Ziziphus,mauritiana
8940,cacao rojo,Ziziphus,reticulata
8941,soana,Ziziphus,rignonii
8942,common pricklyash,Zanthoxylum,americanum
8943,Taylor's jujube,Ziziphus,taylorii
8944,Hercules' club,Zanthoxylum,clava-herculis
8947,common jujube,Ziziphus,zizyphus
